ed for 080619725.xml | Count - 102172 | Percentage - 88 | Result - Match 
Checked for 080696730.xml | Count - 102645 | Percentage - 88 | Result - Match 
Checked for 080696753.xml | Count - 102646 | Percentage - 88 | Result - Match 
Checked for 080696776.xml | Count - 102647 | Percentage - 88 | Result - Match 
Checked for 080696816.xml | Count - 102648 | Percentage - 88 | Result - Match 
Checked for 080696880.xml | Count - 102649 | Percentage - 88 | Result - Match 
Checked for 080696897.xml | Count - 102650 | Percentage - 88 | Result - Match 
Checked for 080696908.xml | Count - 102651 | Percentage - 88 | Result - Match 
Checked for 080696914.xml | Count - 102652 | Percentage - 88 | Result - Match 
Checked for 080696920.xml | Count - 102653 | Percentage - 88 | Result - Match 
Checked for 080696937.xml | Count - 102654 | Percentage - 88 | Result - Match 
Checked for 080696943.xml | Count - 102655 | Percentage - 88 | Result - Match 
Checked for 080696952.xml | Count - 102656 | Percentage - 88 | Result - Match 
Checked for 080696966.xml | Count - 102657 | Percentage - 88 | Result - Match 
Checked for 080696972.xml | Count - 102658 | Percentage - 88 | Result - Match 
Checked for 080696989.xml | Count - 102659 | Percentage - 88 | Result - Match 
Checked for 080697055.xml | Count - 102660 | Percentage - 88 | Result - Match 
Checked for 080697061.xml | Count - 102661 | Percentage - 88 | Result - Match 
Checked for 080697078.xml | Count - 102662 | Percentage - 88 | Result - Match 
Checked for 080697084.xml | Count - 102663 | Percentage - 88 | Result - Match 
Checked for 080697090.xml | Count - 102664 | Percentage - 88 | Result - Match 
Checked for 080697101.xml | Count - 102665 | Percentage - 88 | Result - Match 
Checked for 080697118.xml | Count - 102666 | Percentage - 88 | Result - Match 
Checked for 080697130.xml | Count - 102667 | Percentage - 88 | Result - Match 
Checked for 080697162.xml | Count - 102668 | Percentage - 88 | Result - Match 
Checked for 080697182.xml | Count - 102669 | Percentage - 88 | Result - Match 
Checked for 080697199.xml | Count - 102670 | Percentage - 88 | Result - Match 
Checked for 080697268.xml | Count - 102671 | Percentage - 88 | Result - Match 
Checked for 080697274.xml | Count - 102672 | Percentage - 88 | Result - Match 
Checked for 080697280.xml | Count - 102673 | Percentage - 88 | Result - Match 
Checked for 080697297.xml | Count - 102674 | Percentage - 88 | Result - Match 
Checked for 080697308.xml | Count - 102675 | Percentage - 88 | Result - Match 
Checked for 080697314.xml | Count - 102676 | Percentage - 88 | Result - Match 
Checked for 080697352.xml | Count - 102677 | Percentage - 88 | Result - Match 
Checked for 080697389.xml | Count - 102678 | Percentage - 88 | Result - Match 
Checked for 080697458.xml | Count - 102679 | Percentage - 88 | Result - Match 
Checked for 080697487.xml | Count - 102680 | Percentage - 88 | Result - Match 
Checked for 080697591.xml | Count - 102681 | Percentage - 88 | Result - Match 
Checked for 080697654.xml | Count - 102682 | Percentage - 88 | Result - Match 
Checked for 080697692.xml | Count - 102683 | Percentage - 88 | Result - Match 
Checked for 080697723.xml | Count - 102684 | Percentage - 88 | Result - Match 
Checked for 080697732.xml | Count - 102685 | Percentage - 88 | Result - Match 
Checked for 080697775.xml | Count - 102686 | Percentage - 88 | Result - Match 
Checked for 080697821.xml | Count - 102687 | Percentage - 88 | Result - Match 
Checked for 080697896.xml | Count - 102688 | Percentage - 88 | Result - Match 
Checked for 080713947.xml | Count - 102689 | Percentage - 88 | Result - Match 
Checked for 080713962.xml | Count - 102690 | Percentage - 88 | Result - Match 
Checked for 080713976.xml | Count - 102691 | Percentage - 88 | Result - Match 
Checked for 080713999.xml | Count - 102692 | Percentage - 88 | Result - Match 
Checked for 080714007.xml | Count - 102693 | Percentage - 88 | Result - Match 
Checked for 080714013.xml | Count - 102694 | Percentage - 88 | Result - Match 
Checked for 080714022.xml | Count - 102695 | Percentage - 88 | Result - Match 
Checked for 080714065.xml | Count - 102696 | Percentage - 88 | Result - Match 
Checked for 080714111.xml | Count - 102697 | Percentage - 88 | Result - Match 
Checked for 080714284.xml | Count - 102698 | Percentage - 88 | Result - Match 
Checked for 080714376.xml | Count - 102699 | Percentage - 88 | Result - Match 
Checked for 080714382.xml | Count - 102700 | Percentage - 88 | Result - Match 
Checked for 080714399.xml | Count - 102701 | Percentage - 88 | Result - Match 
Checked for 080714416.xml | Count - 102702 | Percentage - 88 | Result - Match 
Checked for 080714422.xml | Count - 102703 | Percentage - 88 | Result - Match 
Checked for 080714468.xml | Count - 102704 | Percentage - 88 | Result - Match 
Checked for 080714474.xml | Count - 102705 | Percentage - 88 | Result - Match 
Checked for 080714480.xml | Count - 102706 | Percentage - 88 | Result - Match 
Checked for 080714497.xml | Count - 102707 | Percentage - 88 | Result - Match 
Checked for 080714514.xml | Count - 102708 | Percentage - 88 | Result - Match 
Checked for 080714537.xml | Count - 102709 | Percentage - 88 | Result - Match 
Checked for 080714543.xml | Count - 102710 | Percentage - 88 | Result - Match 
Checked for 080714552.xml | Count - 102711 | Percentage - 88 | Result - Match 
Checked for 080714566.xml | Count - 102712 | Percentage - 88 | Result - Match 
Checked for 080714572.xml | Count - 102713 | Percentage - 88 | Result - Match 
Checked for 080714595.xml | Count - 102714 | Percentage - 88 | Result - Match 
Checked for 080714635.xml | Count - 102715 | Percentage - 88 | Result - Match 
Checked for 080714802.xml | Count - 102716 | Percentage - 88 | Result - Match 
Checked for 080714900.xml | Count - 102717 | Percentage - 88 | Result - Match 
Checked for 080715692.xml | Count - 102718 | Percentage - 88 | Result - Match 
Checked for 080715703.xml | Count - 102719 | Percentage - 88 | Result - Match 
Checked for 080715712.xml | Count - 102720 | Percentage - 88 | Result - Match 
Checked for 080715726.xml | Count - 102721 | Percentage - 88 | Result - Match 
Checked for 080715784.xml | Count - 102722 | Percentage - 88 | Result - Match 
Checked for 080715801.xml | Count - 102723 | Percentage - 88 | Result - Match 
Checked for 080715818.xml | Count - 102724 | Percentage - 88 | Result - Match 
Checked for 080715862.xml | Count - 102725 | Percentage - 88 | Result - Match 
Checked for 080715882.xml | Count - 102726 | Percentage - 88 | Result - Match 
Checked for 080715902.xml | Count - 102727 | Percentage - 88 | Result - Match 
Checked for 080715945.xml | Count - 102728 | Percentage - 88 | Result - Match 
Checked for 080715968.xml | Count - 102729 | Percentage - 88 | Result - Match 
Checked for 080715974.xml | Count - 102730 | Percentage - 88 | Result - Match 
Checked for 080715980.xml | Count - 102731 | Percentage - 88 | Result - Match 
Checked for 080715997.xml | Count - 102732 | Percentage - 88 | Result - Match 
Checked for 080716005.xml | Count - 102733 | Percentage - 88 | Result - Match 
Checked for 080716011.xml | Count - 102734 | Percentage - 88 | Result - Match 
Checked for 080716028.xml | Count - 102735 | Percentage - 88 | Result - Match 
Checked for 080716040.xml | Count - 102736 | Percentage - 88 | Result - Match 
Checked for 080716057.xml | Count - 102737 | Percentage - 88 | Result - Match 
Checked for 080716063.xml | Count - 102738 | Percentage - 88 | Result - Match 
Checked for 080716086.xml | Count - 102739 | Percentage - 88 | Result - Match 
Checked for 080716103.xml | Count - 102740 | Percentage - 88 | Result - Match 
Checked for 080716112.xml | Count - 102741 | Percentage - 88 | Result - Match 
Checked for 080716132.xml | Count - 102742 | Percentage - 88 | Result - Match 
Checked for 080716149.xml | Count - 102743 | Percentage - 88 | Result - Match 
Checked for 080716155.xml | Count - 102744 | Percentage - 88 | Result - Match 
Checked for 080716161.xml | Count - 102745 | Percentage - 88 | Result - Match 
Checked for 080716201.xml | Count - 102746 | Percentage - 88 | Result - Match 
Checked for 080716218.xml | Count - 102747 | Percentage - 89 | Result - Match 
Checked for 080716322.xml | Count - 102748 | Percentage - 89 | Result - Match 
Checked for 080716339.xml | Count - 102749 | Percentage - 89 | Result - Match 
Checked for 080716345.xml | Count - 102750 | Percentage - 89 | Result - Match 
Checked for 080716351.xml | Count - 102751 | Percentage - 89 | Result - Match 
Checked for 080716368.xml | Count - 102752 | Percentage - 89 | Result - Match 
Checked for 080716374.xml | Count - 102753 | Percentage - 89 | Result - Match 
Checked for 080716380.xml | Count - 102754 | Percentage - 89 | Result - Match 
Checked for 080716397.xml | Count - 102755 | Percentage - 89 | Result - Match 
Checked for 080716408.xml | Count - 102756 | Percentage - 89 | Result - Match 
Checked for 080716420.xml | Count - 102757 | Percentage - 89 | Result - Match 
Checked for 080716443.xml | Count - 102758 | Percentage - 89 | Result - Match 
Checked for 080716489.xml | Count - 102759 | Percentage - 89 | Result - Match 
Checked for 080716564.xml | Count - 102760 | Percentage - 89 | Result - Match 
Checked for 080716610.xml | Count - 102761 | Percentage - 89 | Result - Match 
Checked for 080716633.xml | Count - 102762 | Percentage - 89 | Result - Match 
Checked for 080716656.xml | Count - 102763 | Percentage - 89 | Result - Match 
Checked for 080716662.xml | Count - 102764 | Percentage - 89 | Result - Match 
Checked for 080716685.xml | Count - 102765 | Percentage - 89 | Result - Match 
Checked for 080716691.xml | Count - 102766 | Percentage - 89 | Result - Match 
Checked for 080716731.xml | Count - 102767 | Percentage - 89 | Result - Match 
Checked for 080716748.xml | Count - 102768 | Percentage - 89 | Result - Match 
Checked for 080716777.xml | Count - 102769 | Percentage - 89 | Result - Match 
Checked for 080716800.xml | Count - 102770 | Percentage - 89 | Result - Match 
Checked for 080716852.xml | Count - 102771 | Percentage - 89 | Result - Match 
Checked for 080716881.xml | Count - 102772 | Percentage - 89 | Result - Match 
Checked for 080716898.xml | Count - 102773 | Percentage - 89 | Result - Match 
Checked for 080718654.xml | Count - 102774 | Percentage - 89 | Result - Match 
Checked for 080726984.xml | Count - 102775 | Percentage - 89 | Result - Match 
Checked for 080727009.xml | Count - 102776 | Percentage - 89 | Result - Match 
Checked for 080727044.xml | Count - 102777 | Percentage - 89 | Result - Match 
Checked for 080727067.xml | Count - 102778 | Percentage - 89 | Result - Match 
Checked for 080727096.xml | Count - 102779 | Percentage - 89 | Result - Match 
Checked for 080727107.xml | Count - 102780 | Percentage - 89 | Result - Match 
Checked for 080727113.xml | Count - 102781 | Percentage - 89 | Result - Match 
Checked for 080727136.xml | Count - 102782 | Percentage - 89 | Result - Match 
Checked for 080727159.xml | Count - 102783 | Percentage - 89 | Result - Match 
Checked for 080727165.xml | Count - 102784 | Percentage - 89 | Result - Match 
Checked for 080727188.xml | Count - 102785 | Percentage - 89 | Result - Match 
Checked for 080727205.xml | Count - 102786 | Percentage - 89 | Result - Match 
Checked for 080727211.xml | Count - 102787 | Percentage - 89 | Result - Match 
Checked for 080727228.xml | Count - 102788 | Percentage - 89 | Result - Match 
Checked for 080727240.xml | Count - 102789 | Percentage - 89 | Result - Match 
Checked for 080727257.xml | Count - 102790 | Percentage - 89 | Result - Match 
Checked for 080727272.xml | Count - 102791 | Percentage - 89 | Result - Match 
Checked for 080727286.xml | Count - 102792 | Percentage - 89 | Result - Match 
Checked for 080727349.xml | Count - 102793 | Percentage - 89 | Result - Match 
Checked for 080727361.xml | Count - 102794 | Percentage - 89 | Result - Match 
Checked for 080727378.xml | Count - 102795 | Percentage - 89 | Result - Match 
Checked for 080727418.xml | Count - 102796 | Percentage - 89 | Result - Match 
Checked for 080727424.xml | Count - 102797 | Percentage - 89 | Result - Match 
Checked for 080727430.xml | Count - 102798 | Percentage - 89 | Result - Match 
Checked for 080727462.xml | Count - 102799 | Percentage - 89 | Result - Match 
Checked for 080727476.xml | Count - 102800 | Percentage - 89 | Result - Match 
Checked for 080727499.xml | Count - 102801 | Percentage - 89 | Result - Match 
Checked for 080727502.xml | Count - 102802 | Percentage - 89 | Result - Match 
Checked for 080727516.xml | Count - 102803 | Percentage - 89 | Result - Match 
Checked for 080727522.xml | Count - 102804 | Percentage - 89 | Result - Match 
Checked for 080727545.xml | Count - 102805 | Percentage - 89 | Result - Match 
Checked for 080727551.xml | Count - 102806 | Percentage - 89 | Result - Match 
Checked for 080727568.xml | Count - 102807 | Percentage - 89 | Result - Match 
Checked for 080727580.xml | Count - 102808 | Percentage - 89 | Result - Match 
Checked for 080727597.xml | Count - 102809 | Percentage - 89 | Result - Match 
Checked for 080727608.xml | Count - 102810 | Percentage - 89 | Result - Match 
Checked for 080727614.xml | Count - 102811 | Percentage - 89 | Result - Match 
Checked for 080727643.xml | Count - 102812 | Percentage - 89 | Result - Match 
Checked for 080727666.xml | Count - 102813 | Percentage - 89 | Result - Match 
Checked for 080727672.xml | Count - 102814 | Percentage - 89 | Result - Match 
Checked for 080727689.xml | Count - 102815 | Percentage - 89 | Result - Match 
Checked for 080727695.xml | Count - 102816 | Percentage - 89 | Result - Match 
Checked for 080727706.xml | Count - 102817 | Percentage - 89 | Result - Match 
Checked for 080727741.xml | Count - 102818 | Percentage - 89 | Result - Match 
Checked for 080727804.xml | Count - 102819 | Percentage - 89 | Result - Match 
Checked for 080727842.xml | Count - 102820 | Percentage - 89 | Result - Match 
